fastqs,sample,library_type
/beevol/home/sheridanr/Projects/morrison_scRNAseq/results/fastqs,M2_4,Gene Expression
/beevol/home/sheridanr/Projects/morrison_scRNAseq/results/fastqs,M2_1,Gene Expression
/beevol/home/sheridanr/Projects/morrison_scRNAseq/results/fastqs,M2_3,Gene Expression
/beevol/home/sheridanr/Projects/morrison_scRNAseq/results/fastqs,M2_2,Gene Expression
